,text,polarity
1146,The aesthetics of this place are like an airport lounge.,negative
1147,We arrived on time for our reservation and seated promptly.The,neutral
1148,We arrived on time for our reservation and seated promptly.The,positive
1149,Ive passed by the spot tons of times always wanting to go in.,neutral
1150,"We made early dinner reservations and were thoroughly impressed, reminds me of my grandfather, its old school Italian scenery with lots of fun stuff to admire.",positive
1151,I ate clams oreganta and spectacular salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil.,positive
1152,My boyfriend ate tuna and it was cooked perfectly!,positive
1153,The octopus eaters were floored by the Octopus salad.,positive
1154,And the fried clams had just enough kick to them to make 'em worth eating.,positive
1155,"The ambience was nice, but service wasn't so great.",negative
1156,#NAME?,neutral
1157,"To celebrate a birthday, three of us went to Mare anticipating great food.",neutral
1158,The appetizers are just OK and the main courses were decidedly subpar.,negative
1159,"Cute place, nice wait staff but would never go there again.",positive
1160,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,negative
1161,The bartender on my most recent visit was so incredibly rude that I will never go back.,negative
1162,delicious.,positive
1163,"and i have been around the block, to say the very least.",neutral
1164,happy to be a regular at this place and would warmly recommend it to anyone.,positive
1165,THE BIG COMPLAINT: NO TOASTING AVAILABLE.,negative
1166,"The service was typical short-order, dinner type.",neutral
1167,But I just would like to say I read the reviews people left and thats why I checked it out.,neutral
1168,Look I dont know if the people who wrote the reviews have ever been to a decent place (PLEASE TRY SOMEOTHER PLACES).,neutral
1169,"The cafe itself was really nice with comfortable outdoor chairs and tables, but the service could have been better.",negative
1170,If you have a dumpling fetish i suggest you try some here!,positive
1171,The fried rice is amazing here.,positive
1172,I've been coming here as a child and always come back for the taste.,positive
1173,The dim sum servings here are a bit larger than I'm used to.,neutral
1174,Several of the dim sum orders had about 6-8 pieces.,neutral
1175,The catch is that you are charged extra for ANYTHING that you leave on your plate so don't be a greedy pig!,negative
1176,Nevertheless the food itself is pretty good.,positive
1177,"Spice is great Thai food, love the inexpensive appetizers.",positive
1178,Regardless of whether there are two people or two hundred people ahead of you the hostess will take your name and tell you Five minutes.,positive
1179,Its worth the wait though.,positive
1180,All the NYU students love this place so it makes for a fun young atmosphere.,positive
1181,I have been to spice three times- twice during lunch and once at dinner.,neutral
1182,I have never been disappointed but their true strength lays in their amazingly delicious and cheap lunch specials.,positive
1183,They are served with a free appetizer and the portions are perfect for lunch.,positive
1184,Their exotic salad is basic ly a delcious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu.,positive
1185,I love this place.,positive
1186,"The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce.",negative
1187,I have to say that if this what makes it easier to get a saet a lunch- I dont mind.,neutral
1188,"The place is sleek, modern and playfull and i will return again frequently.",positive
1189,Great food at reasonable prices.,positive
1190,"For appetizers, I recommend the shrimp fritters and dumplings.",positive
1191,"It's usually packed for good reason, esp.",neutral
1192,The counter service is bad.,negative
1193,"The crispy chicken wasn't for us, though.",negative
1194,"The decor is really blah, and not at all hip or happening.",negative
1195,"However, their popularity has yet to slow down, and I still find myself drawn to their ambiance and delectable reputation.",positive
1196,"Spice is sleek, modern and cool with a menu that will not hurt your wallet.",positive
1197,"The dim sum is ok but doesn't taste that fresh, and the little dishes don't look steamy hot as they should (also note lack of Chinese here).",negative
1198,"An excellent alternative to fast food joints and ordering in but, the food was slightly disappointing.",positive
1199,"You get what you pay for and with that logic in mind, Spice is a great place to grab some cheap eats and drinks in a beautiful setting.",positive
1200,"Ok, for all of us growing up in the Village of NYC, we have spoiled by a plethora of restaurants, most of which stay open very late.",neutral
1201,"I will have to say, this Bengali Fast Food joint is clearly my favorite.",positive
1202,"The bread is the soft paratha bread (unlike the plain bread they use in Calcutta), and the stuffing is tandoori styled and very flavorful.",positive
1203,This is the pinnacle of Indian Fast Food (all fast foods in my opinion).,positive
1204,"For all of you new to Indian food, try the Paneer Roll, it is a piece of heaven.",positive
1205,"I live nearby and when they first opened, I ate there a lot.",neutral
1206,"The dinner was ok, nothing I would have again.",negative
1207,"The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd eat another one of these.",negative
1208,"The drinks are a saving grace, but service staff, please, get over yourselves.",negative
1209,The entire place and the treatment we received felt as a conveyor belt.,negative
1210,"As a long-time patron of Mamoun's, I always figured that I had found the best late night food spot in the city.",positive
1211,"However, it just so happens that there's an even more amazing place just down the street.",positive
1212,The parathas and kebabs are made when ordered ensuring a level of freshness that is unsurpassed.,positive
1213,"The entree was bland and small, dessert was not inspired.",negative
1214,"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",negative
1215,This is an amazing place to try some roti rolls.,positive
1216,I really recommend the very simple Unda (Egg) rolls.,positive
1217,"Delicate spices, onions, eggs and a kick-ass roti.",positive
1218,Amazing!,positive
1219,i actually feel like i should keep it a secret.,neutral
1220,This is a wonderful place on all stand points especially value ofr money.,positive
1221,An excellent service,positive
1222,I am a die hard peep lover.,positive
1223,I have taken practically every guest that has come to visit me in NY and hooked a few New Yorkers onto Peep as well.,positive
1224,"Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",positive
1225,The secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,positive
1226,The bill is approximately $25 for 2 at lunch without drinks.,neutral
1227,This is the best thing in Soho.,positive
1228,Not pretentious and very economical.,positive
1229,The Waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal.,positive
1230,We had the pot-stickers which were great and a tempura dish that was great.,positive
1231,The prices were fantastic.,positive
1232,The fish was not fresh and the rice tasted old and stale.,negative
1233,"The food arrived 20 minutes after I called, cold and soggy.",negative
1234,I love the atmorphere @ peep!,positive
1235,"The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations.",positive
1236,My first time there I happened not to like the Crab Croquette apt that i ordered and they were happy to change it for me without making no big deal.,positive
1237,"And the staff is also young, energeic and hot!!!!",positive
1238,"It's the perfect restaurant for NY life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar...",positive
1239,I got enough reasons to keep coming back!!!,positive
1240,OU MUST TRY THIS RESTAURANT.,positive
1241,IT IS WHAT MODERN CUISINE IS ALL ABOUT.,positive
1242,"THR AT MOSHPHERE IS COMPACT, MODERN, YET COZY.",positive
1243,IT IS DEFINITELY SPECIAL AND AFFORDABLE.,positive
1244,PERFECT FOR DATES!,positive
1245,I have walked by this place for eons and finally went thanks to a girls' night.,neutral
1246,"Great wine, great food.",positive
1247,"I don't like Indian food too much and this was delicious, however you want to factor that into the equation.",positive
1248,"A glass of Leaping Lizard, a glass of prosecco, and the mussels had everything happy.",positive
1249,"The food came out wrong, the waiter was no where to be found and the wine showed up at the end of the meal.",negative
1250,If you go here - your focus should be the Tamarind Margaritas.,positive
1251,They are amazing!,positive
1252,Just stick with the small dishes!,neutral
1253,We visited Bread Bar during January restaurant week and were so pleased with the menu selections and service.,positive
1254,"Especially liked chicken tikka and the naan, and the dals.",positive
1255,"The food here is rather good, but only if you like to wait for it.",negative
1256,"The food is expensive, but worth every bite.",negative
1257,"The food is good, but very expensive for the casualness of it.",negative
1258,The food is nothing like its menu description.,negative
1259,"On a recent Saturday night, I was with a group of 5 at the Bread Bar.",neutral
1260,"Aside from the rushed service, we were very impressed with the food and the drinks.",positive
1261,"The food is terrible and overall, I would have to say avoid at all costs.",negative
1262,"The chicken and steak were seasoned and cooked to perfection, and the lamb sandwhich is great for heartier appetites.",positive
1263,Overall a worthwhile experience.,positive
1264,Tuk Tuk is my second favorite neighborhood Thai place (the first being Joya).,positive
1265,"This place, however, has a lot less pretension than Joya and the Thai food is still above-average.",positive
1266,"You rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it.",positive
1267,"The Pad Thai is excellent here, as well.",positive
1268,Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.,positive
1269,I've never been disappointed.,positive
1270,Service has always been friendly and efficient.,positive
1271,The food is usually good but it certainly isn't a relaxing place to go.,negative
1272,"Also, the place is popular with families, so if you're bothered by children running loose like wild animals, come later at night to avoid them.",neutral
1273,Tuk Tuk is one of the rare choices for me to go in Brooklyn.,positive
1274,The food is great and authentic.,positive
1275,Love the Jazz bands on Fri and Sat.,positive
1276,"whoever the jazz duo was, they were on POINT.",positive
1277,"good music, great food, speedy service affordable prices.",positive
1278,even the wine by the glass was good.,positive
1279,"The New York Times has reviewed this place three times already, you know it's going to be good.",positive
1280,"This is the only Thai place I go too in NYC, it's wonderful, and live relaxed Jazz on certain nights.",positive
1281,"Authentic food and they have REAL service, not just the rush you get sometimes when they try to push you out the door.",positive
1282,The food itself was just ok - nothing spectacular - but the service was awful.,negative
1283,The food now is inconsistent.,negative
1284,The food there is so good that even to order out the wait is incredible.,negative
1285,"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",positive
1286,The food was absolutely horrible!,negative
1287,The food was actually aweful.,negative
1288,"The food was below average, the service was pathetic, there was no ambience at all.",negative
1289,The food was bland oily.,negative
1290,The food was boring and expensive.,negative
1291,"The food was just awful, ATROCIOUS actually.",negative
1292,"The food was just OK, at least for what food was available.",negative
1293,I love this cozy around the way Rest.,positive
1294,Where Gabriela personaly greets you and recommends you what to eat.,positive
1295,A one women show!,neutral
1296,despite the untasteful previous review...,neutral
1297,"The food was just OK, I would never go back.",negative
1298,The food was lousy - too sweet or too salty and the portions tiny.,negative
1299,"The food is mostly made from scratch, fresh and well prepared.",positive
1300,The bar has various selections and the mixed drink special is a catcher! 2 for 1's.,positive
1301,The food was mediocre at best but it was the horrible service that made me vow never to go back.,negative
1302,"The food was not fresh, the sauces were bland and very oily.",negative
1303,"The food was not very tasty, the portioins were tiny even for such a high quality restaurant.",negative
1304,"Little Tonino's is just awesome, our favorite delivery place in Kennsington, honestly the best Gnochi I have ever had!",positive
1305,It's called Gnochi alla nona and is found under Chef Specials.,neutral
1306,"Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!",positive
1307,"Everyone I have spoken too there is super friendly, helpful, and willing to the extra mile for a customer.",positive
1308,Once they ran out of Gnochi and made it for me from scratch!,positive
1309,Highly Highly Highly recommended!,positive
1310,After dealing with subpar pizza all over the Kensington neighborhood - I've found little toninos.,positive
1311,I couldn't reccommend their Godmother pizza any higher.,positive
1312,"Service is friendly, prices are good - delivery time was a little slow, but for the way this pizza tastes, I'm willing to overlook it.",positive
1313,But they've done a really nice job of offering all the typical pizzeria faves plus some terrific specials like the Godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual).,positive
1314,Obviously run by folks who know a pie.,positive
1315,This place is greatly welcome in the desolate little strip between the Prospect Expressway and Greenwood Cemetery - a wasteland we like to call The Sliv.,positive
1316,"I work near-by, and they have the BEST oatmeal in the neighborhood- not a packaged or quick-cooked item.",positive
1317,"They treat me like family, morning and night.",positive
1318,Great value for the quality ingredients.,positive
1319,Check it out.,positive
1320,Visited there while on vacation and reading the reviews.,neutral
1321,On a hot day it was fabulous to stop in and enjoy lunch.,positive
1322,"Ambience is so cute and quaint, good for business although we were there on vacation.",positive
1323,Salads were fantastic.,positive
1324,Although we were looking for regular lettuce and some walnuts the salads we got were great.,positive
1325,Ingredients are organic which is a real plus for me.,positive
1326,We will be back.,positive
1327,By far the best salad I have had in a fast food restaurant.,positive
1328,fine dining restaurant quality.,positive
1329,Over 100 different choices to create your own.,positive
1330,A must try!,positive
1331,"If it isn't for the food (A+++), it must be the service or the ambience.",positive
1332,We do not need to go to a four-star restaurant anymore.,neutral
1333,"NO more reservations, expensive tips and annoying stuff.",positive
1334,It has been my first choice ever since I discovered it .,positive
1335,Delivery service is great too.,positive
1336,I think locals rate this place so high.,neutral
1337,After the review I treked into Brooklyn.,neutral
1338,"the food was undercooked-the sauce watery, and the vegetables raw.",negative
1339,The food was very expensive (we spent $160 for lunch for two) but extremely tasty.,negative
1340,The grilled cheese at home afterwards was better.!!,negative
1341,"The Halibut was too salty, dessert was so so (don't waste any of your calories) and service was poor.",negative
1342,"We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.",positive
1343,"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.",positive
1344,"Conveniently located too, being right on Bedford ave.",positive
1345,"THe back garden sitting area is very pleasant, where you can see their personal herb garden.",positive
1346,I will definetly be going back.,positive
1347,"I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away.",positive
1348,It is simply amazing.,positive
1349,The place is so cool and the service is prompt and curtious.,positive
1350,I highly recommend to anyone to give this place a try.,positive
1351,You will find yourself returning quite often.,positive
1352,P.S. Please don't tell anyone in my family i eat there.,neutral
1353,Right off the L in Brooklyn this is a nice cozy place with good pizza.,positive
1354,My friend got the mushroom pizza which tasted better.,positive
1355,The sangria was pretty tasty and good on a hot muggy day.,positive
1356,Overall I would recommend it and go back again.,positive
1357,Coming from Boston this place is like Emma's Pizza in Kendall Square in Cambridge (although they have more funky toppings!),neutral
1358,Best Reuben sandwich ever!,positive
1359,"It was the first place we ate on our first trip to New York, and it will be the last place we stop as we head out of town on our next trip to New York.",positive
1360,Thanks Bloom's for a lovely trip.,positive
1361,I have never had cheescake like this.,positive
1362,I thought I had died and gone to heaven.,positive
1363,"Great food, great prices, great service.",positive
1364,"If you are looking for a good quality, cheap eats - this is the place.",positive
1365,The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,negative
1366,"The highlight of the night was the mayonaisse for my side of fries I received from one of the food runners, which is not good considering the bill was nearly $100.",negative
1367,"The ambience was nice, but service wasn't so great.",positive
1368,I loving bringing friends here - and I do so every chance I get.,positive
1369,"I have had so many dinners here and it's always been perfect - on a date with my husband, with my mom, with girlfriends and larger groups.",positive
1370,And all of that won't break your bank!,positive
1371,I cannot recommend OG more highly if I tried - check it out for yourself.,positive
1372,My girlfiends and I ate at O.G. again last night.,neutral
1373,I have to say I have never had a disapointing meal here.,positive
1374,We could have made a meal of the yummy dumplings from the dumpling menu.,positive
1375,"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",positive
1376,We got a little tipsy from the sake but isn't that what Saturday nights with the girlfriends are all about?,neutral
1377,This quiet dark asian bistro is well worth the trip.,positive
1378,"We a menu that rearely changes,e xcept for one or two specials, the quality and care they put in thier food in evident.",positive
1379,"The crackling calamari salad, which is usually a cheap disaster at many restaurants, is crispy and lightly dressed.",positive
1380,The barebecued salmon is elegantly spiced and not at all dry.,positive
1381,"BUt their best dish is thh Thai spiced curry noodles with shrimp - a dish that would cost $23.95 is most places, but it is $16 here.",positive
1382,"Only wine and beer are served, but the house varities are actually quite good.",positive
1383,Patroon features a nice cigar bar and has great staff.,positive
1384,The food is tasty and portion sizes are appropriate.,positive
1385,This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.,positive
1386,The hostess and the waitress were incredibly rude and did everything they could to rush us out.,negative
1387,The hostess is rude to the point of being offensive.,negative
1388,The hot and sour soup was unbearably hot and tasted of only pepper and nothing else.,negative
1389,The hot dogs were cold in the middle and the buns were stale.,negative
1390,"The kitchen however, is almost always slow.",negative
1391,The lamb meat was under-cooked and EXTRMELY CHEWY.,negative
1392,The last time I went we were seated at a table in a corridor next to the kitchen.,negative
1393,"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",negative
1394,The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,negative
1395,The main downside to the place is the nazi-like guy running it who constantly complains about the noise level.,negative
1396,Unbelievable.,positive
1397,It is so easy to get a reservation at a top place in NYC with a week's notice.,positive
1398,The makhani was OK --the korma was bland.,negative
1399,"The man that was hosting promised to save a table for our party of 7, then sat a party of 2 at the very table he was saving (mean while there were boths open all around).",negative
1400,The manager claimed that he could not compensate us for anything on the bill which just shows the lack of sophistication from the entire group.,negative
1401,"The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",negative
1402,The menu is nothing like the one on the website.,negative
1403,"The menu is Prix Fixe, so be prepared to spend at least $60 per person, but it is Well worth itsuperb food.",negative
1404,The menu is very limited - i think we counted 4 or 5 entrees.,negative
1405,"The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside.",negative
1406,Went last Thursday.,neutral
1407,We left after one drink.,neutral
1408,I would go back tho.,positive
1409,It's better than being on the roof of Sutton Place with 19 year old interns jabbing you in the ribs all night.,positive
1410,Check it out,positive
1411,Cornelia Street looks like a Broadway set for West Side Story and the inside of Po is so cool quaint you really can't top the setting for a romantic dinner in NYC.,positive
1412,The menu prices are a bit expensive for what you get in quality and portion size.,negative
1413,The white bean brushetta to start was incredible and the pasta was phenomenal.,positive
1414,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",positive
1415,People dress in suits or evening gowns as well as shirts jeans.,neutral
1416,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,positive
1417,"Recommendations, of course, are required!",neutral
1418,Please be aware that it's CASH or AMEX only!,neutral
1419,What an amazing meal and experience!,positive
1420,"The staff was very attentive, the ambience lovely, and the food superb.",positive
1421,I recommend the meatballs and caprese salad and the beans on toast were a wonderful start to the meal!,positive
1422,Kudos to Po!,positive
1423,I went here with my boyfriend and another couple.,neutral
1424,"We all had the tasting menu and unlike some of the other reviews, I felt there was more than enough food.",neutral
1425,"We all had the tasting menu and unlike some of the other reviews, I felt there was more than enough food.",positive
1426,The quail was fantastic and unique and the pastas were full of flavor.,positive
1427,We were also seated promptly at the time of our reservation and the service was very quick and professional.,positive
1428,I would recommend this place to anyone and would without a doubt come again.,positive
1429,"I went here with a friend on a whim, we went someplace else first and couldn't get a table.",neutral
1430,The miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past.,negative
1431,"Service here was great, food was fantastic.",positive
1432,Will absolutely visit again.,positive
1433,Maybe tomorrow ;-),neutral
1434,"The most annoying thing, though, is the fact that the servers seem to be trained to drive revenue.",negative
1435,"The mussaman curry that I ordered was as thin as water and aside from the poorly fried tofu that I ordered in it, they graciously provided me with ONE piece of poorly cooked potato.",negative
1436,Go inside and you won't want to leave.,positive
1437,"The food is fresh, delicious, and reasonably priced.",positive
1438,The desserts are more appealing then stuffy overpriced French restaurants.,positive
1439,Nice find.,positive
1440,"In fact, you can't miss it.",positive
1441,I have been about 4 times and have always had a great meal.,positive
1442,I think this is one of the more underrated places in the city.,positive
1443,They have a very diverse menu so its something for everybody.,positive
1444,"The steak is good, the fish is good and the sushi was surprisingly great.",positive
1445,They also do a great job for restaurant week.,positive
1446,I have NEVER been disappointed in the Red Eye.,positive
1447,"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.",neutral
1448,"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.",positive
1449,It's simply the best meal in NYC.,positive
1450,You cannot go wrong at the Red Eye Grill.,positive
1451,"Go there on an empty stomach and leave feeling like a baby Veal Calf(ok bad joke), but you will see.",positive
1452,Just go and see for yourself.,neutral
1453,Oh yeah ever on the west side try there sister resturant Arties Cafe.,positive
1454,This is the Jackel and Hideof the restaurants on the UES.,neutral
1455,"by dinner time, they turn it around and mount a huge comeback!!",positive
1456,"The Italian food has flavor (that can be sort of surprising on the UES), and the service turns from a nightmare to attentive,they sort of remind me of the NY Yankees of the late 90's, no matter how bad it look, you knew that there was a rally just around the corner...",positive
1457,This is by far my favorite place in the neighborhood.,positive
1458,"The service is excellent, the decor is great, and the food is delicious and comes in large portions.",positive
1459,"You'll pay at least double at any other Italian restaurant in the city, and most still don't compare.",positive
1460,I'm partial to the Gnocchi.,positive
1461,Excellent experience.,positive
1462,"Service was warm and attentive, beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared.",positive
1463,Plus they made a perfect martini.,positive
1464,I've never had bad service and the fish is fresh and delicious.,positive
1465,Their tuna tartar appetizer is to die for.,positive
1466,The service was the only thing good about this restaurant.,positive
1467,The neighborhood was nice though so check out another restaurant instead.,negative
1468,Just moved to the neighborhood and we've been trying all the West Village Sushi restaurants.,neutral
1469,"The noise level was unbearable, conversation impossible.",negative
1470,"The only concern i have is with the slighly all-business waitstaff who order and throw the food down, rushing you out.",negative
1471,The only disappointment was the coat check girls who didn't seem to know what a customer is on a realtively non-busy night (for the coat check girls).,negative
1472,The only fallback on this restaurant is the prices.,negative
1473,"The only possible drawback to this last point is that as of the date of this posting, the additional menu items are only written in Chinese.",negative
1474,Molto bene!,positive
1475,This quaint and romantic trattoria is at the top of my Manhattan restaurant list.,positive
1476,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",positive
1477,"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.",positive
1478,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",positive
1479,A guaranteeed delight!,positive
1480,The only problem is that the manager is a complete incompetent.,negative
1481,The only thing I could get attention from was one of at least two cats running around that kept batting at my table.,negative
1482,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",neutral
1483,"The only weird thing was if we got a bottle, the waitress would have simply multiplied the glass price X4, which makes no sense whatsoever.",negative
1484,"The overall price tag was very very expensive, something I did expect.",negative
1485,The people in the restaurant were pretty obnoxious and loud.,negative
1486,"The people with carts of food don't understand you because they don't speak English, their job is to give you the delicious food you point at.",negative
1487,The photos of the restaurant in its web site are way better than the real look.,negative
1488,"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",positive
1489,The pizza was delivered cold and the cheese wasn't even fully melted!,negative
1490,"Found service above average, but that could be because we were 13 of us.",positive
1491,"My host asked for appetizers for the group and the waiter gave us not only what we ordered, but some other items that were not ordered.",neutral
1492,"Normally that would be improper, however they were all delicious and my host did not complain.",positive
1493,"We all ate pasta entre'es, which were great.",positive
1494,All in all the food was above average and I would return to see how they operate with four or less dinners.,positive
1495,This is a consistently great place to dine for lunch or dinner.,positive
1496,All the pastas are fantastic and the homemade lasagna is some of the best that I have had in the City.,positive
1497,The all-Italian staff is warm and engaging from the start.,positive
1498,Its a great place for a casual date or to entertain clients for lunch.,positive
1499,Try the lasagnette appetizer.,positive
1500,Buon appetito!,positive
1501,My friend from Milan and myself were pleasantly surprised when we arrived and everyone spoke italian.,positive
1502,"The place is a little tight and on a cold day, the seating by the entranceway can be pretty drafty.",negative
1503,The place is small and cramped but the food is fantastic.,negative
1504,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",negative
1505,The plain pizza was soggy and the creative wild mushroom(third generation-Fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.,negative
1506,"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.",negative
1507,love the food.,positive
1508,it's the only place you can get yummy authentic japanese comfort food.,positive
1509,it helps if you know what to order.,neutral
1510,and you can't beat the prices.,positive
1511,highly recommended.,positive
1512,Very popular style Izakaya (Sake and small portion of sake-friendly dishes ).,positive
1513,Good for casual dinner with jeans and sneakers.,positive
1514,"If you like Sakagura but you feel it's too much, you'd better try Yokocho.",neutral
1515,Deep Fried Skewers are good and still rare to find in NYC.,positive
1516,"As a Japanese native, I've lived in the Tristate area for over 8 years, but I was just so amazed at this place.",positive
1517,This place is the most Japanese it can ever get.,positive
1518,"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",positive
1519,This place is worth an one-hour drive.,positive
1520,"I am so coming back here again, as much as I can.",positive
1521,Consistently good Japanese Tapas.,positive
1522,"Same owner as the guy who owns Typhoon, which is just down the street on St. Marks and 1st Ave.",neutral
1523,"It's also attached to Angel's Share, which is a cool, more romantic bar...",positive
1524,This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,positive
1525,"When I called this morning, I didn't think I would be able to get in at 12, but I was able to get in, along with four other guests.",neutral
1526,"Other guests enjoyed pizza, santa fe chopped salad and fish and chips.",positive
1527,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",positive
1528,What for?,neutral
1529,"The portions are now very small, the sauces are overly-ambitious usually inedible while the service is still good, the restaurant, due to its popularity, seems frantic.",negative
1530,The price is reasonable although the service is poor.,negative
1531,"The puke green walls leave a lot to be desired, but the food is very good.",negative
1532,"The red curry is weak and tasteless, the pad thai is stuck together and lumpy, the rice is often overcooked, and the seafood is pretty sketchy.",negative
1533,The red sliding doors may be unique but they do not block off the cold air from the outside.,negative
1534,"The rest of the dim sum, though pricey by Chinatown standards, is worth it.",negative
1535,"When I'm feeling stressed by the noise and congestion around my office, I head for Cafe St. Bart's.",neutral
1536,"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.",positive
1537,"The food is wonderful, tasty and filling, and the service is professional and friendly.",positive
1538,"I can't wait for summer, when they serve outside on their gigantic patio.",positive
1539,Ahhh...,neutral
1540,"The restaurant is dark and not very attractive and then you have spot lights shining on you putting you in the worst light possible, reaching for sunglasses.",negative
1541,The restaurant is rather small but we were lucky to get a table quickly.,negative
1542,The rice was poor quality and was cooked so badly it was hard.,negative
1543,"The sandwiches are dry, tasteless and way overpriced.",negative
1544,"I'm no food critic, but I'd like to think I have a tiny bit of experience under my belt having lived in NY for the last 11 years.",neutral
1545,"That said, I thought Scalini Fedeli was one of the best dining experiences I've EVER had.",positive
1546,From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I can't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing.,positive
1547,"This is, by far, my favorite restaurant in NYC and I only wish it were more affordable so I could go more often!",positive
1548,This was one of the BEST restaurants I've ever been to.,positive
1549,"Not only was the food outstanding, but the little 'perks' were great.",positive
1550,"Complimentary stuff kept coming, and when the waiter saw me opening a gift, I received my dessert on a plate that had Happy Birthday written on it, with a candlevery nice touch, and attentive staff.",positive
1551,The sauces used are also not that exciting.,negative
1552,"The menu is Prix Fixe, so be prepared to spend at least $60 per person, but it is Well worth itsuperb food.",positive
1553,All I can say is WOW!,positive
1554,"The food was amazing, the service was so attentive and personable, and how about that ambience!",positive
1555,"It's like you are transported to the Italian countryside, very romantic and filled with antiques.",positive
1556,The ceiling is amazing!,positive
1557,I would highly recommend this place to everyone for any occasion!,positive
1558,Scalina Fedeli reminded me why service is so integral to fine dining.,positive
1559,While the food was good (certainly no Il Mulino) the service was horrendous.,positive
1560,"The seating was if they were trying to get the maximum amount of people into the restaurant, so be nice to your neighbor when you dine here.",negative
1561,The seats are uncomfortable if you are sitting against the wall on wooden benches.,negative
1562,The service is a little scatty at times but all is forgiven when the food arrives.,negative
1563,"The service is always bad though, don't expect much of anything from your server, and I would not recommend bringing a date here either.",negative
1564,The service is awful.,negative
1565,The service is awful--the last time I was there (and I do mean the last time) we were told that they needed our table so we would have to leave.,negative
1566,The service is ok but could be better.,negative
1567,"The service was bad, the food took to forever to come, we sat on the upper level.",negative
1568,"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.",positive
1569,Decent wine at reasonable prices.,positive
1570,Have been dozens of times and never failed to enjoy the experience.,positive
1571,"Our teenage kids love it, too.",positive
1572,"This place is cool enough to be in the East Village, but French enough to make you feel like you could be in a bistro in a back alley in Paris.",positive
1573,"The service is friendly, if not the most prompt in the world, the food is great, and the prices, while not cheap, won't put your wallet out of commission.",positive
1574,This is probably one of my new favorite places.,positive
1575,"Having not been home in the last 2 years may skew this reviewer a bit, but the food was tasty and spicy sans the oil that comes floating along at similar venues.",positive
